date,farm_id,weight
2019-11-17,Farm 84,2141
2019-12-3,Farm 33,2141
2019-12-21,Farm 84,2141
2019-1-12,Farm 39,2141
2019-2-16,Farm 19,2142
2019-3-2,Farm 84,2142
2019-3-13,Farm 33,2142
2019-3-29,Farm 19,2142
2019-4-6,Farm 39,2142
2019-8-13,Farm 84,2142
2019-11-8,Farm 66,2142
2019-11-28,Farm 66,2142
2019-3-1,Farm 84,2143
2019-11-24,Farm 66,2143
2019-6-2,Farm 39,2144
2019-6-24,Farm 66,2144
2019-7-9,Farm 33,2144
2019-8-27,Farm 84,2144
2019-1-10,Farm 39,2144
2019-4-20,Farm 84,2145
2019-6-10,Farm 19,2145
2019-1-14,Farm 19,2145
2019-3-21,Farm 84,2146
2019-4-1,Farm 33,2146
2019-10-9,Farm 33,2146
2019-10-28,Farm 33,2146
2019-11-29,Farm 19,2146
2019-4-20,Farm 19,2147
2019-8-4,Farm 66,2147
2019-8-14,Farm 66,2147
2019-12-18,Farm 66,2147
2019-1-10,Farm 84,2147
2019-5-6,Farm 84,2148
2019-5-13,Farm 33,2148
2019-6-13,Farm 84,2148
2019-8-2,Farm 84,2148
2019-8-20,Farm 84,2148
2019-8-26,Farm 84,2148
2019-9-16,Farm 84,2148
2019-11-20,Farm 84,2148
2019-2-19,Farm 84,2149
2019-10-22,Farm 33,2149
2019-11-23,Farm 84,2149
2019-12-1,Farm 84,2149
2019-1-15,Farm 39,2149
2019-4-8,Farm 84,2150
2019-6-17,Farm 84,2150
2019-7-21,Farm 84,2150
2019-8-8,Farm 84,2150
2019-11-30,Farm 84,2150
2019-2-8,Farm 84,2151
2019-2-13,Farm 33,2151
2019-9-14,Farm 66,2151
2019-12-30,Farm 66,2151
2019-1-27,Farm 84,2151
2019-1-28,Farm 84,2151
2019-3-31,Farm 84,2152
2019-7-26,Farm 19,2152
2019-8-29,Farm 84,2152
2019-10-27,Farm 84,2152
2019-2-28,Farm 33,2153
2019-9-1,Farm 84,2153
2019-9-26,Farm 66,2153
2019-2-15,Farm 84,2154
2019-2-18,Farm 39,2154
2019-4-16,Farm 66,2154
2019-8-3,Farm 84,2154
2019-11-2,Farm 66,2154
2019-6-10,Farm 66,2155
2019-7-27,Farm 84,2155
2019-2-14,Farm 84,2156
2019-9-20,Farm 84,2156
2019-1-25,Farm 33,2156
2019-5-15,Farm 33,2157
2019-6-4,Farm 66,2157
2019-8-22,Farm 66,2157
2019-9-8,Farm 33,2157
2019-10-6,Farm 33,2157
2019-11-9,Farm 84,2157
2019-1-10,Farm 66,2157
2019-2-5,Farm 33,2158
2019-5-3,Farm 84,2158
2019-7-28,Farm 84,2158
2019-11-10,Farm 84,2158
2019-4-4,Farm 84,2159
2019-4-14,Farm 84,2159
2019-4-15,Farm 33,2159
2019-4-21,Farm 19,2159
2019-7-17,Farm 84,2159
2019-3-7,Farm 84,2160
2019-3-10,Farm 84,2160
2019-5-12,Farm 33,2160
2019-5-23,Farm 18,2160
2019-6-5,Farm 84,2160
2019-10-4,Farm 84,2160
2019-8-27,Farm 33,2161
2019-9-8,Farm 39,2161
2019-11-25,Farm 84,2161
2019-1-4,Farm 33,2161
2019-1-28,Farm 39,2161
2019-2-6,Farm 66,2162
2019-11-13,Farm 84,2162
2019-4-19,Farm 33,2164
2019-5-24,Farm 66,2164
2019-6-8,Farm 84,2164
2019-7-9,Farm 19,2164
2019-8-26,Farm 39,2164
2019-11-2,Farm 84,2164
2019-11-24,Farm 33,2164
2019-1-12,Farm 84,2164
2019-3-28,Farm 66,2165
2019-7-20,Farm 66,2165
2019-9-8,Farm 84,2165
2019-9-25,Farm 84,2165
2019-10-7,Farm 84,2165
2019-10-18,Farm 33,2165
2019-2-12,Farm 33,2166
2019-2-14,Farm 33,2166
2019-7-22,Farm 33,2166
2019-4-2,Farm 18,2167
2019-4-12,Farm 84,2167
2019-4-28,Farm 84,2167
2019-6-18,Farm 33,2167
2019-9-21,Farm 33,2167
2019-10-5,Farm 84,2167
2019-1-21,Farm 84,2167
2019-8-1,Farm 33,2168
2019-8-8,Farm 19,2168
2019-10-26,Farm 66,2168
2019-7-23,Farm 33,2169
2019-10-31,Farm 84,2169
2019-12-14,Farm 84,2169
2019-3-8,Farm 84,2170
2019-8-23,Farm 39,2170
2019-8-29,Farm 19,2170
2019-2-24,Farm 19,2172
2019-3-3,Farm 33,2173
2019-3-17,Farm 33,2173
2019-4-18,Farm 84,2173
2019-12-22,Farm 84,2173
2019-4-11,Farm 19,2174
2019-6-20,Farm 84,2174
2019-9-26,Farm 84,2174
2019-11-24,Farm 84,2175
2019-1-7,Farm 84,2175
2019-1-25,Farm 84,2175
2019-2-4,Farm 39,2176
2019-3-12,Farm 66,2178
2019-3-18,Farm 84,2178
2019-8-8,Farm 39,2178
2019-12-29,Farm 84,2178
2019-1-24,Farm 33,2178
2019-5-14,Farm 19,2179
2019-10-1,Farm 33,2179
2019-1-26,Farm 33,2179
2019-6-4,Farm 84,2180
2019-9-5,Farm 33,2180
2019-9-5,Farm 84,2180
2019-11-22,Farm 84,2180
2019-1-2,Farm 84,2180
2019-9-8,Farm 66,2181
2019-4-11,Farm 39,2182
2019-4-27,Farm 84,2182
2019-9-13,Farm 39,2182
2019-9-23,Farm 84,2182
2019-10-11,Farm 84,2182
2019-4-17,Farm 39,2183
2019-8-23,Farm 84,2183
2019-9-10,Farm 33,2183
2019-12-15,Farm 84,2184
2019-5-26,Farm 39,2185
2019-12-18,Farm 33,2185
2019-1-23,Farm 84,2185
2019-6-10,Farm 84,2186
2019-8-4,Farm 84,2186
2019-10-12,Farm 66,2186
2019-1-3,Farm 84,2186
2019-4-19,Farm 84,2187
2019-5-5,Farm 84,2187
2019-7-22,Farm 84,2187
2019-7-31,Farm 33,2187
2019-2-17,Farm 33,2188
2019-6-15,Farm 33,2188
2019-8-30,Farm 84,2188
2019-11-20,Farm 33,2188
2019-12-24,Farm 84,2188
2019-12-9,Farm 84,2190
2019-12-28,Farm 39,2190
2019-12-30,Farm 39,2190
2019-5-20,Farm 33,2191
2019-8-11,Farm 84,2191
2019-10-29,Farm 84,2191
2019-12-26,Farm 84,2191
2019-5-26,Farm 84,2192
2019-7-18,Farm 84,2192
2019-9-19,Farm 84,2192
2019-4-30,Farm 84,2193
2019-6-30,Farm 84,2193
2019-9-22,Farm 33,2193
2019-11-21,Farm 84,2193
2019-12-19,Farm 33,2193
2019-1-8,Farm 84,2193
2019-7-16,Farm 19,2195
2019-7-25,Farm 19,2195
2019-8-9,Farm 84,2195
2019-9-27,Farm 19,2195
2019-5-28,Farm 84,2196
2019-2-7,Farm 84,2197
2019-4-2,Farm 33,2197
2019-9-29,Farm 84,2197
2019-11-30,Farm 39,2197
2019-6-14,Farm 39,2198
2019-8-22,Farm 84,2198
2019-9-3,Farm 19,2199
2019-10-23,Farm 39,2199
2019-12-2,Farm 84,2199
2019-5-21,Farm 84,2200
2019-7-24,Farm 84,2200
2019-7-25,Farm 84,2200
2019-10-25,Farm 39,2200
2019-12-25,Farm 84,2200
2019-9-14,Farm 84,2201
2019-11-3,Farm 84,2201
2019-11-19,Farm 84,2201
2019-1-16,Farm 84,2201
2019-5-15,Farm 39,2202
2019-5-21,Farm 33,2202
2019-6-20,Farm 19,2202
2019-7-29,Farm 39,2202
2019-9-30,Farm 84,2202
2019-3-25,Farm 18,2203
2019-8-10,Farm 84,2203
2019-8-15,Farm 84,2203
2019-8-25,Farm 84,2203
2019-12-3,Farm 84,2203
2019-1-15,Farm 18,2203
2019-1-31,Farm 33,2203
2019-4-24,Farm 84,2204
2019-6-21,Farm 84,2204
2019-6-29,Farm 84,2204
2019-6-8,Farm 66,2205
2019-2-2,Farm 39,2206
2019-6-15,Farm 84,2206
2019-12-12,Farm 39,2206
2019-4-22,Farm 66,2207
2019-7-4,Farm 84,2207
2019-10-20,Farm 33,2207
2019-2-24,Farm 84,2208
2019-8-9,Farm 33,2208
2019-7-16,Farm 84,2209
2019-10-16,Farm 84,2209
2019-12-6,Farm 33,2209
2019-4-7,Farm 84,2210
2019-8-7,Farm 84,2211
2019-12-28,Farm 66,2211
2019-1-18,Farm 84,2211
2019-3-12,Farm 84,2212
2019-4-12,Farm 39,2212
2019-2-5,Farm 84,2213
2019-7-26,Farm 39,2213
2019-12-2,Farm 66,2213
2019-1-8,Farm 66,2213
2019-2-10,Farm 84,2214
2019-3-4,Farm 84,2214
2019-4-15,Farm 84,2214
2019-4-22,Farm 84,2214
2019-6-25,Farm 84,2215
2019-7-12,Farm 18,2215
2019-10-21,Farm 84,2215
2019-12-20,Farm 84,2215
2019-9-22,Farm 84,2217
2019-11-5,Farm 39,2217
2019-11-15,Farm 84,2217
2019-2-17,Farm 84,2218
2019-2-23,Farm 18,2218
2019-4-14,Farm 39,2218
2019-5-9,Farm 18,2218
2019-3-9,Farm 84,2219
2019-6-19,Farm 33,2219
2019-8-29,Farm 39,2219
2019-1-19,Farm 84,2219
2019-1-20,Farm 84,2219
2019-3-24,Farm 66,2220
2019-4-29,Farm 84,2220
2019-6-11,Farm 84,2220
2019-9-12,Farm 39,2220
2019-10-20,Farm 66,2220
2019-4-24,Farm 33,2221
2019-5-29,Farm 39,2221
2019-10-26,Farm 84,2221
2019-10-6,Farm 18,2222
2019-10-13,Farm 84,2222
2019-2-4,Farm 84,2223
2019-7-17,Farm 39,2223
2019-10-8,Farm 84,2223
2019-2-3,Farm 84,2224
2019-5-2,Farm 84,2224
2019-12-7,Farm 39,2224
2019-5-10,Farm 84,2225
2019-3-5,Farm 18,2226
2019-7-7,Farm 84,2226
2019-12-30,Farm 84,2226
2019-6-18,Farm 84,2227
2019-5-21,Farm 39,2228
2019-10-6,Farm 84,2228
2019-11-14,Farm 84,2228
2019-2-1,Farm 84,2229
2019-2-23,Farm 39,2229
2019-11-1,Farm 33,2229
2019-6-16,Farm 39,2230
2019-2-20,Farm 84,2231
2019-10-26,Farm 39,2231
2019-5-23,Farm 39,2232
2019-11-18,Farm 84,2232
2019-5-30,Farm 39,2233
2019-6-1,Farm 84,2233
2019-7-10,Farm 84,2233
2019-10-3,Farm 84,2233
2019-2-27,Farm 84,2234
2019-6-27,Farm 84,2234
2019-3-17,Farm 84,2235
2019-3-6,Farm 84,2236
2019-8-31,Farm 39,2236
2019-10-2,Farm 39,2236
2019-3-11,Farm 39,2237
2019-4-9,Farm 84,2237
2019-5-25,Farm 84,2237
2019-8-28,Farm 39,2237
2019-11-14,Farm 39,2237
2019-12-6,Farm 84,2237
2019-3-21,Farm 39,2238
2019-10-28,Farm 39,2238
2019-1-22,Farm 84,2238
2019-5-22,Farm 39,2239
2019-5-29,Farm 84,2239
2019-10-12,Farm 39,2239
2019-12-25,Farm 39,2239
2019-1-17,Farm 84,2240
2019-6-2,Farm 33,2241
2019-11-22,Farm 18,2241
2019-10-15,Farm 39,2242
2019-12-18,Farm 84,2242
2019-1-19,Farm 18,2242
2019-8-20,Farm 39,2243
2019-10-5,Farm 39,2243
2019-10-20,Farm 84,2243
2019-5-20,Farm 84,2244
2019-7-15,Farm 33,2244
2019-11-22,Farm 39,2244
2019-5-4,Farm 18,2245
2019-7-5,Farm 84,2245
2019-4-11,Farm 84,2246
2019-2-13,Farm 84,2247
2019-4-1,Farm 84,2247
2019-11-27,Farm 84,2247
2019-12-6,Farm 39,2247
2019-1-2,Farm 39,2247
2019-4-21,Farm 84,2248
2019-5-16,Farm 39,2248
2019-7-2,Farm 84,2248
2019-12-20,Farm 39,2248
2019-12-26,Farm 18,2248
2019-12-27,Farm 84,2248
2019-1-4,Farm 84,2248
2019-7-25,Farm 39,2249
2019-11-22,Farm 32,2249
2019-2-14,Farm 18,2250
2019-3-15,Farm 39,2250
2019-7-4,Farm 33,2250
2019-7-6,Farm 84,2250
2019-9-28,Farm 39,2250
2019-10-19,Farm 39,2250
2019-5-8,Farm 39,2251
2019-5-31,Farm 84,2251
2019-9-7,Farm 84,2251
2019-2-7,Farm 39,2252
2019-8-1,Farm 84,2252
2019-2-12,Farm 39,2253
2019-3-24,Farm 84,2253
2019-5-3,Farm 39,2253
2019-5-10,Farm 39,2253
2019-5-18,Farm 84,2253
2019-6-4,Farm 39,2253
2019-12-4,Farm 39,2253
2019-5-13,Farm 84,2254
2019-5-17,Farm 84,2254
2019-6-14,Farm 84,2254
2019-1-20,Farm 39,2254
2019-2-21,Farm 84,2255
2019-8-6,Farm 84,2255
2019-8-24,Farm 84,2255
2019-11-6,Farm 39,2255
2019-6-11,Farm 39,2256
2019-8-14,Farm 84,2257
2019-10-10,Farm 39,2257
2019-10-13,Farm 33,2257
2019-11-6,Farm 66,2257
2019-3-25,Farm 39,2258
2019-3-27,Farm 84,2258
2019-5-7,Farm 33,2258
2019-8-18,Farm 84,2258
2019-12-16,Farm 84,2258
2019-8-4,Farm 39,2259
2019-9-17,Farm 39,2259
2019-1-24,Farm 84,2259
2019-3-22,Farm 84,2260
2019-6-19,Farm 39,2260
2019-7-13,Farm 84,2260
2019-11-28,Farm 39,2260
2019-3-1,Farm 39,2261
2019-4-16,Farm 84,2261
2019-10-17,Farm 32,2261
2019-6-9,Farm 84,2262
2019-6-23,Farm 39,2262
2019-7-2,Farm 39,2262
2019-9-28,Farm 84,2263
2019-10-24,Farm 32,2263
2019-3-4,Farm 39,2264
2019-4-8,Farm 39,2264
2019-12-31,Farm 39,2264
2019-6-16,Farm 84,2265
2019-10-17,Farm 39,2265
2019-11-26,Farm 18,2265
2019-3-26,Farm 39,2266
2019-11-6,Farm 84,2266
2019-3-13,Farm 18,2267
2019-5-31,Farm 18,2267
2019-11-11,Farm 84,2267
2019-7-16,Farm 18,2268
2019-7-20,Farm 39,2268
2019-8-28,Farm 18,2268
2019-4-24,Farm 39,2269
2019-9-18,Farm 18,2269
2019-9-24,Farm 39,2269
2019-1-14,Farm 84,2270
2019-3-25,Farm 84,2271
2019-4-6,Farm 84,2271
2019-4-7,Farm 18,2271
2019-5-6,Farm 39,2271
2019-7-29,Farm 84,2271
2019-9-9,Farm 39,2271
2019-10-31,Farm 39,2271
2019-1-6,Farm 84,2271
2019-3-28,Farm 84,2272
2019-5-22,Farm 84,2272
2019-9-24,Farm 84,2272
2019-1-8,Farm 39,2272
2019-5-14,Farm 39,2273
2019-6-3,Farm 39,2273
2019-6-23,Farm 18,2273
2019-7-3,Farm 39,2273
2019-7-9,Farm 84,2273
2019-11-15,Farm 39,2273
2019-12-23,Farm 39,2273
2019-3-3,Farm 84,2274
2019-8-3,Farm 39,2274
2019-10-25,Farm 32,2274
2019-11-2,Farm 39,2274
2019-5-5,Farm 39,2275
2019-6-22,Farm 84,2275
2019-7-8,Farm 39,2275
2019-7-23,Farm 39,2275
2019-10-28,Farm 18,2275
2019-7-23,Farm 84,2276
2019-8-19,Farm 84,2276
2019-11-16,Farm 39,2276
2019-12-31,Farm 84,2276
2019-1-6,Farm 39,2276
2019-1-31,Farm 39,2276
2019-2-9,Farm 84,2277
2019-2-11,Farm 39,2277
2019-6-10,Farm 39,2277
2019-9-5,Farm 18,2277
2019-12-17,Farm 39,2277
2019-2-25,Farm 84,2278
2019-5-19,Farm 84,2278
2019-6-19,Farm 18,2278
2019-11-16,Farm 84,2278
2019-2-26,Farm 39,2279
2019-7-31,Farm 84,2279
2019-9-15,Farm 84,2279
2019-2-19,Farm 18,2280
2019-4-3,Farm 84,2280
2019-5-24,Farm 18,2280
2019-8-27,Farm 18,2280
2019-4-25,Farm 84,2281
2019-8-8,Farm 18,2281
2019-3-13,Farm 84,2282
2019-4-16,Farm 18,2282
2019-5-24,Farm 39,2282
2019-9-1,Farm 39,2283
2019-9-19,Farm 39,2283
2019-2-11,Farm 32,2284
2019-3-20,Farm 84,2284
2019-4-26,Farm 84,2284
2019-5-12,Farm 84,2284
2019-9-9,Farm 84,2284
2019-11-7,Farm 84,2284
2019-1-5,Farm 84,2284
2019-1-30,Farm 66,2284
2019-2-20,Farm 39,2285
2019-3-11,Farm 84,2285
2019-3-15,Farm 84,2285
2019-6-26,Farm 18,2285
2019-1-16,Farm 39,2285
2019-2-16,Farm 84,2286
2019-2-25,Farm 39,2286
2019-10-21,Farm 39,2286
2019-1-21,Farm 39,2286
2019-2-26,Farm 18,2287
2019-3-23,Farm 84,2287
2019-4-25,Farm 39,2287
2019-6-28,Farm 84,2287
2019-11-12,Farm 84,2287
2019-11-29,Farm 39,2287
2019-2-18,Farm 84,2288
2019-8-20,Farm 32,2288
2019-12-5,Farm 39,2288
2019-6-15,Farm 19,2289
2019-7-30,Farm 18,2289
2019-8-5,Farm 33,2289
2019-9-4,Farm 84,2289
2019-7-31,Farm 39,2290
2019-8-9,Farm 39,2290
2019-2-26,Farm 84,2291
2019-5-7,Farm 39,2291
2019-8-19,Farm 39,2291
2019-9-10,Farm 39,2291
2019-3-1,Farm 33,2292
2019-7-10,Farm 39,2292
2019-1-1,Farm 39,2292
2019-12-10,Farm 84,2294
2019-12-22,Farm 39,2294
2019-12-15,Farm 18,2295
2019-12-20,Farm 66,2295
2019-3-29,Farm 84,2296
2019-12-5,Farm 84,2296
2019-5-13,Farm 39,2297
2019-7-12,Farm 39,2297
2019-7-14,Farm 39,2297
2019-11-27,Farm 39,2297
2019-7-27,Farm 39,2299
2019-8-22,Farm 39,2300
2019-9-3,Farm 84,2300
2019-5-1,Farm 39,2301
2019-5-22,Farm 18,2301
2019-6-7,Farm 39,2301
2019-8-17,Farm 84,2301
2019-12-1,Farm 39,2301
2019-2-17,Farm 39,2302
2019-2-27,Farm 39,2302
2019-4-18,Farm 39,2302
2019-4-23,Farm 18,2302
2019-10-23,Farm 18,2302
2019-12-23,Farm 84,2302
2019-5-28,Farm 39,2303
2019-7-20,Farm 84,2303
2019-8-6,Farm 39,2303
2019-8-17,Farm 39,2303
2019-10-10,Farm 84,2303
2019-10-18,Farm 39,2303
2019-12-2,Farm 39,2303
2019-3-8,Farm 39,2304
2019-4-9,Farm 39,2304
2019-5-20,Farm 39,2304
2019-6-18,Farm 39,2304
2019-11-24,Farm 39,2304
2019-12-29,Farm 39,2304
2019-3-4,Farm 18,2305
2019-4-3,Farm 18,2305
2019-8-7,Farm 39,2305
2019-12-8,Farm 39,2305
2019-4-4,Farm 39,2306
2019-5-9,Farm 39,2306
2019-5-21,Farm 18,2306
2019-10-28,Farm 84,2306
2019-8-2,Farm 39,2307
2019-10-22,Farm 84,2307
2019-1-5,Farm 39,2307
2019-1-30,Farm 84,2307
2019-2-2,Farm 18,2308
2019-3-19,Farm 39,2308
2019-4-21,Farm 39,2308
2019-5-6,Farm 18,2308
2019-10-9,Farm 18,2309
2019-1-29,Farm 84,2309
2019-3-17,Farm 39,2310
2019-3-29,Farm 39,2310
2019-10-7,Farm 39,2310
2019-12-7,Farm 84,2310
2019-1-2,Farm 18,2310
2019-4-1,Farm 39,2311
2019-9-7,Farm 39,2311
2019-11-26,Farm 84,2311
2019-1-9,Farm 39,2311
2019-3-20,Farm 18,2312
2019-4-28,Farm 39,2312
2019-10-9,Farm 39,2312
2019-10-20,Farm 18,2312
2019-5-15,Farm 84,2313
2019-5-19,Farm 39,2313
2019-8-13,Farm 18,2313
2019-2-20,Farm 18,2314
2019-3-7,Farm 39,2314
2019-9-17,Farm 84,2314
2019-10-6,Farm 39,2315
2019-1-27,Farm 39,2317
2019-3-8,Farm 18,2318
2019-10-8,Farm 18,2318
2019-12-1,Farm 18,2318
2019-3-15,Farm 18,2319
2019-4-30,Farm 39,2319
2019-6-28,Farm 39,2319
2019-9-21,Farm 39,2319
2019-11-1,Farm 32,2319
2019-11-5,Farm 84,2319
2019-6-25,Farm 39,2320
2019-10-30,Farm 32,2320
2019-1-3,Farm 32,2320
2019-1-3,Farm 39,2320
2019-1-4,Farm 39,2320
2019-1-13,Farm 18,2320
2019-5-27,Farm 39,2321
2019-6-12,Farm 39,2321
2019-6-20,Farm 39,2322
2019-11-16,Farm 18,2322
2019-9-2,Farm 39,2323
2019-2-24,Farm 39,2324
2019-9-4,Farm 18,2324
2019-9-6,Farm 84,2324
2019-10-1,Farm 18,2324
2019-10-2,Farm 84,2324
2019-2-7,Farm 103,2326
2019-6-7,Farm 84,2326
2019-10-27,Farm 18,2326
2019-2-22,Farm 39,2327
2019-3-19,Farm 18,2327
2019-6-26,Farm 39,2327
2019-7-7,Farm 18,2327
2019-8-11,Farm 39,2327
2019-8-27,Farm 39,2327
2019-12-20,Farm 18,2327
2019-1-24,Farm 39,2327
2019-8-1,Farm 39,2328
2019-8-14,Farm 39,2328
2019-4-9,Farm 86,2329
2019-5-30,Farm 84,2329
2019-6-19,Farm 84,2329
2019-9-23,Farm 39,2329
2019-3-2,Farm 39,2330
2019-3-6,Farm 39,2330
2019-4-5,Farm 39,2330
2019-9-6,Farm 39,2330
2019-10-14,Farm 39,2330
2019-12-2,Farm 18,2330
2019-1-7,Farm 18,2330
2019-2-1,Farm 39,2331
2019-7-28,Farm 39,2331
2019-12-13,Farm 39,2331
2019-12-27,Farm 39,2331
2019-2-12,Farm 18,2332
2019-9-3,Farm 39,2332
2019-11-12,Farm 18,2332
2019-4-4,Farm 18,2333
2019-4-5,Farm 84,2333
2019-6-24,Farm 39,2333
2019-4-8,Farm 32,2334
2019-8-15,Farm 32,2334
2019-5-11,Farm 39,2335
2019-9-14,Farm 39,2335
2019-10-15,Farm 84,2335
2019-10-22,Farm 39,2335
2019-10-27,Farm 39,2335
2019-11-3,Farm 39,2335
2019-11-5,Farm 32,2335
2019-4-1,Farm 18,2336
2019-5-12,Farm 39,2336
2019-8-10,Farm 39,2336
2019-1-3,Farm 18,2336
2019-2-6,Farm 84,2337
2019-4-9,Farm 32,2337
2019-10-29,Farm 39,2337
2019-11-28,Farm 84,2337
2019-7-4,Farm 39,2338
2019-10-25,Farm 84,2338
2019-11-9,Farm 39,2338
2019-12-4,Farm 18,2338
2019-2-19,Farm 39,2339
2019-2-24,Farm 18,2339
2019-3-9,Farm 32,2339
2019-5-28,Farm 86,2339
2019-7-14,Farm 84,2339
2019-1-11,Farm 18,2339
2019-3-22,Farm 39,2340
2019-4-23,Farm 39,2340
2019-6-8,Farm 39,2340
2019-9-13,Farm 18,2340
2019-10-16,Farm 18,2340
2019-2-8,Farm 39,2341
2019-3-28,Farm 39,2341
2019-6-1,Farm 39,2341
2019-6-22,Farm 39,2341
2019-8-5,Farm 39,2341
2019-10-21,Farm 18,2341
2019-10-24,Farm 39,2341
2019-1-17,Farm 32,2341
2019-12-13,Farm 18,2342
2019-2-21,Farm 32,2343
2019-6-22,Farm 18,2343
2019-9-25,Farm 39,2343
2019-8-15,Farm 39,2345
2019-8-30,Farm 39,2345
2019-3-17,Farm 18,2346
2019-4-27,Farm 39,2347
2019-6-4,Farm 18,2347
2019-7-19,Farm 39,2347
2019-11-8,Farm 84,2347
2019-1-25,Farm 39,2347
2019-7-6,Farm 39,2348
2019-9-5,Farm 39,2348
2019-11-11,Farm 39,2348
2019-11-16,Farm 86,2348
2019-12-11,Farm 18,2348
2019-2-10,Farm 39,2349
2019-2-18,Farm 66,2349
2019-4-15,Farm 39,2349
2019-4-19,Farm 39,2349
2019-9-6,Farm 18,2349
2019-10-16,Farm 39,2349
2019-12-16,Farm 39,2349
2019-4-11,Farm 18,2350
2019-12-11,Farm 39,2350
2019-7-13,Farm 18,2351
2019-7-19,Farm 18,2351
2019-12-14,Farm 18,2351
2019-12-18,Farm 39,2351
2019-11-19,Farm 39,2352
2019-1-10,Farm 18,2352
2019-4-13,Farm 39,2353
2019-6-15,Farm 39,2353
2019-7-18,Farm 39,2353
2019-9-24,Farm 18,2354
2019-1-21,Farm 32,2354
2019-4-27,Farm 18,2355
2019-7-7,Farm 39,2355
2019-7-19,Farm 84,2355
2019-7-22,Farm 39,2355
2019-3-18,Farm 39,2356
2019-4-14,Farm 18,2356
2019-10-20,Farm 39,2356
2019-12-23,Farm 18,2356
2019-12-24,Farm 39,2356
2019-3-21,Farm 18,2357
2019-10-10,Farm 18,2357
2019-11-10,Farm 32,2357
2019-3-3,Farm 39,2358
2019-8-28,Farm 84,2358
2019-10-11,Farm 39,2358
2019-6-1,Farm 18,2359
2019-12-3,Farm 39,2359
2019-1-11,Farm 39,2359
2019-3-30,Farm 39,2360
2019-7-15,Farm 39,2360
2019-7-24,Farm 39,2360
2019-12-22,Farm 18,2360
2019-6-13,Farm 39,2361
2019-11-7,Farm 18,2361
2019-11-28,Farm 32,2361
2019-3-2,Farm 18,2362
2019-3-14,Farm 39,2362
2019-7-6,Farm 18,2362
2019-7-28,Farm 18,2362
2019-11-5,Farm 18,2362
2019-2-9,Farm 39,2363
2019-7-10,Farm 32,2363
2019-11-21,Farm 18,2363
2019-1-29,Farm 18,2363
2019-11-7,Farm 39,2364
2019-5-6,Farm 32,2365
2019-6-24,Farm 18,2365
2019-7-11,Farm 86,2365
2019-8-26,Farm 32,2365
2019-9-4,Farm 39,2365
2019-11-4,Farm 84,2365
2019-12-31,Farm 32,2365
2019-5-31,Farm 32,2366
2019-8-4,Farm 18,2366
2019-8-12,Farm 39,2366
2019-12-17,Farm 18,2366
2019-1-19,Farm 32,2366
2019-2-21,Farm 18,2367
2019-6-9,Farm 39,2367
2019-7-20,Farm 18,2367
2019-9-12,Farm 84,2367
2019-10-19,Farm 18,2367
2019-4-7,Farm 39,2368
2019-4-22,Farm 39,2368
2019-7-16,Farm 39,2368
2019-11-8,Farm 39,2368
2019-3-24,Farm 18,2369
2019-4-26,Farm 39,2369
2019-5-29,Farm 18,2369
2019-6-12,Farm 86,2369
2019-6-17,Farm 39,2369
2019-11-23,Farm 39,2369
2019-5-13,Farm 18,2370
2019-6-24,Farm 32,2370
2019-9-17,Farm 18,2370
2019-9-26,Farm 39,2370
2019-11-21,Farm 39,2370
2019-1-7,Farm 39,2370
2019-1-31,Farm 18,2370
2019-9-30,Farm 39,2371
2019-11-25,Farm 39,2371
2019-1-18,Farm 18,2371
2019-1-21,Farm 18,2371
2019-2-17,Farm 32,2372
2019-3-27,Farm 39,2372
2019-9-3,Farm 18,2372
2019-9-15,Farm 18,2372
2019-12-6,Farm 18,2372
2019-1-17,Farm 18,2372
2019-6-20,Farm 18,2373
2019-11-11,Farm 32,2373
2019-1-18,Farm 39,2373
2019-4-6,Farm 18,2374
2019-4-20,Farm 18,2374
2019-5-4,Farm 39,2374
2019-5-16,Farm 18,2374
2019-11-1,Farm 39,2374
2019-1-30,Farm 39,2375
2019-3-23,Farm 18,2376
2019-6-8,Farm 86,2376
2019-8-21,Farm 39,2376
2019-9-8,Farm 18,2376
2019-9-11,Farm 39,2376
2019-5-12,Farm 18,2377
2019-11-13,Farm 32,2377
2019-8-20,Farm 18,2378
2019-9-29,Farm 18,2378
2019-4-27,Farm 32,2379
2019-7-8,Farm 84,2379
2019-9-2,Farm 18,2379
2019-9-11,Farm 32,2379
2019-9-15,Farm 39,2379
2019-6-5,Farm 18,2380
2019-6-16,Farm 18,2380
2019-6-19,Farm 32,2380
2019-9-9,Farm 18,2380
2019-9-11,Farm 18,2380
2019-9-18,Farm 39,2380
2019-3-16,Farm 18,2381
2019-4-29,Farm 39,2382
2019-5-4,Farm 32,2382
2019-7-9,Farm 39,2382
2019-7-31,Farm 18,2382
2019-11-26,Farm 39,2382
2019-12-24,Farm 18,2382
2019-1-22,Farm 32,2382
2019-6-28,Farm 18,2383
2019-3-30,Farm 18,2383
2019-3-24,Farm 32,2383
2019-3-26,Farm 18,2383
2019-4-13,Farm 18,2383
2019-6-1,Farm 32,2383
2019-8-26,Farm 18,2383
2019-9-12,Farm 18,2383
2019-10-18,Farm 18,2383
2019-3-5,Farm 32,2384
2019-10-9,Farm 32,2384
2019-3-29,Farm 32,2385
2019-4-8,Farm 18,2385
2019-8-4,Farm 32,2385
2019-8-9,Farm 18,2385
